          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   12.34 113  1.36   172.07  76 12.74 
    0.00   0  0.00    24.60  67  1.60 
    4.00   0  0.00    36.40  53  1.87 
    8.00   1  0.01    28.70  59  1.65 
    8.00   1  0.00    45.27  50  2.21 
   24.80   1  0.02    37.09  52  1.89 
   10.94   6  0.07    49.33  66  3.16 
    0.00   0  0.00   178.89  50  8.80 
    4.00   0  0.00    30.87  50  1.51 
    0.00   0  0.00    29.80  51  1.49 
   29.33   5  0.14    38.72  49  1.86 
    5.14   1  0.01    38.89  51  1.92 
   11.00   5  0.06    54.69  65  3.45 
    0.00   0  0.00    35.86  45  1.58 
    0.00   0  0.00    34.62  46  1.55 
    0.00   0  0.00    39.17  45  1.73 
    0.00   0  0.00    48.82  45  2.14 
    0.00   0  0.00    48.35  44  2.08 
    7.91  35  0.27    57.47  59  3.31 
   12.10  17  0.20    28.81  48  1.34 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   10.40   2  0.02    36.06  42  1.49 
    8.00   1  0.01    37.51  43  1.57 
    6.50   3  0.02    45.38  44  1.96 
    8.00   0  0.00   192.38  42  7.92 
    8.00   0  0.00    33.44  43  1.40 
   10.93   6  0.06    36.53  71  2.54 
  315.33   1  0.37    37.69  43  1.57 
   10.91   2  0.02    48.20  40  1.89 
   20.00   1  0.02    46.84  41  1.87 
   16.50   2  0.03    47.60  38  1.76 
   34.78   5  0.16    51.88  40  2.01 
    8.69   5  0.04    48.03  61  2.86 
    6.67   1  0.01    30.07  39  1.13 
    0.00   0  0.00    35.61  39  1.36 
    6.40   2  0.01    46.61  38  1.73 
   10.47  82  0.84    41.36  42  1.71 
    9.71   3  0.03   191.49  44  8.15 
   12.57  12  0.15    28.48  64  1.78 
   16.00   1  0.01    28.18  39  1.07 
    6.00   0  0.00    28.95  40  1.12 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   34.73   4  0.15    46.51  41  1.88 
    8.00   1  0.00    42.20  39  1.61 
    0.00   0  0.00    42.51  41  1.72 
   12.88   7  0.09    56.01  59  3.23 
   14.00   0  0.01    28.42  38  1.06 
    8.00   1  0.01    28.13  37  1.02 
    4.00   0  0.00    51.11  35  1.75 
   46.57   3  0.13    48.81  35  1.65 
    0.00   0  0.00    48.88  37  1.78 
    9.33   1  0.01   566.89  49 27.23 
   11.36   4  0.05   441.48  68 29.21 
    9.52   4  0.04   532.46  65 33.99 
   58.34   8  0.43   319.64  83 26.02 
   29.00   1  0.02   428.13  68 28.25 
    5.50   2  0.01   384.52  73 27.56 
    4.85   2  0.01    82.04 161 12.91 
   11.92  37  0.43    74.72 163 11.86 
    0.00   0  0.00    96.92 138 13.04 
    8.00   1  0.01    84.46 124 10.26 
   18.94  16  0.29   101.71 124 12.35 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   13.60   1  0.01   107.46 130 13.68 
   10.29  11  0.11    92.45 140 12.64 
   12.34  20  0.24    72.30 140  9.90 
    0.00   0  0.00    31.21  27  0.84 
    8.00   3  0.02   123.05  30  3.56 
   25.60   1  0.02   188.81  31  5.64 
    0.00   0  0.00    53.28  27  1.39 
    8.00   1  0.01    75.94  25  1.84 
    6.67   1  0.00    73.23  45  3.19 
   17.86  12  0.21    16.12  42  0.66 
    4.40   2  0.01    48.60  27  1.27 
    0.00   0  0.00    74.37  25  1.82 
    8.00   0  0.00   246.39  26  6.21 
    8.00   0  0.00   104.91  26  2.62 
    0.00   0  0.00    59.52  25  1.44 
   11.77  33  0.37    41.07  65  2.60 
    0.00   0  0.00    45.88  23  1.01 
    4.00   0  0.00    85.24  21  1.71 
   24.63  44  1.06    69.42  23  1.53 
   11.46  41  0.46    80.32  22  1.76 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    8.00   1  0.00   259.36  31  7.95 
   12.38  14  0.17    32.22  43  1.34 
    0.00   0  0.00    36.04  22  0.77 
    0.00   0  0.00    76.20  24  1.79 
    0.00   0  0.00    83.62  19  1.53 
    5.50   2  0.01    82.98  21  1.72 
    6.67   1  0.00    67.89  23  1.50 
   10.97   7  0.07    68.30  43  2.87 
    0.00   0  0.00   439.72  32 13.65 
    0.00   0  0.00   572.15  54 29.93 
    0.00   0  0.00   667.57  54 34.94 
   18.00   0  0.01   633.06  56 34.36 
    0.00   0  0.00   505.11  65 32.04 
    0.00   0  0.00   306.65  77 22.94 
    0.00   0  0.00   366.94  71 25.36 
    0.00   0  0.00   408.48  68 27.19 
    7.21   6  0.04   104.41 131 13.39 
   11.11   4  0.04   130.83 116 14.81 
   12.51  63  0.77   121.86 125 14.83 
   21.27   8  0.17   131.89 105 13.47 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    8.00   1  0.00   154.69 105 15.86 
    0.00   0  0.00   277.87  79 21.33 
    9.79  10  0.09    97.70  87  8.32 
    8.21   8  0.06    58.43  42  2.41 
   15.00   1  0.01   125.07  22  2.64 
    0.00   0  0.00    42.83  46  1.93 
    0.00   0  0.00   367.58  23  8.26 
   29.82   2  0.06   156.05  52  7.86 
   12.04   9  0.11   120.74  34  3.96 
    0.00   0  0.00   153.18  39  5.89 
    5.14   1  0.01   232.54  12  2.68 
    8.00   2  0.02   130.78  22  2.76 
    0.00   0  0.00   392.62  23  8.97 
    0.00   0  0.00    72.40 113  8.00 
    0.00   0  0.00   126.78  42  5.17 
   11.60   5  0.06   104.18 106 10.82 
    0.00   0  0.00    64.27  82  5.15 
    0.00   0  0.00    63.97  67  4.19 
    0.00   0  0.00   535.70  49 25.42 
    0.00   0  0.00   648.83  54 34.07 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    0.00   0  0.00   550.82  68 36.36 
    0.00   0  0.00   532.01  70 36.14 
    0.00   0  0.00   562.63  63 34.71 
    0.00   0  0.00   544.35  60 32.00 
    9.35  11  0.10   415.96  65 26.56 
    7.72   9  0.06   338.13  78 25.62 
    0.00   0  0.00   234.37 111 25.36 
    0.00   0  0.00   233.93 128 29.15 
   14.86  15  0.21   109.57 207 22.19 
  160.73  35  5.52   141.26  51  7.06 
    0.00   0  0.00   183.34  33  5.84 
   10.43  92  0.94   109.87 110 11.80 
    0.00   0  0.00   182.76  33  5.89 
   32.00   0  0.01   266.71  60 15.67 
   12.00   0  0.00    49.51 244 11.81 
    0.00   0  0.00    28.79  87  2.43 
    0.00   0  0.00    29.09 127  3.60 
   11.83  35  0.41    79.66 199 15.45 
    8.00   2  0.02    93.14  88  7.96 
    7.48   5  0.03   160.37  50  7.77 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   15.14   3  0.04    46.93  96  4.42 
    6.18   2  0.01    33.09  70  2.26 
    8.00   0  0.00    76.04  27  2.00 
   26.32  24  0.61    49.59 146  7.08 
   26.44   4  0.09    43.60 136  5.78 
    0.00   0  0.00    31.25  98  3.00 
    0.00   0  0.00   489.55  37 17.59 
    4.00   0  0.00   622.42  52 31.85 
    0.00   0  0.00   637.31  62 38.33 
    5.00   2  0.01   408.73  74 29.52 
    8.00   0  0.00   549.39  67 35.93 
    0.00   0  0.00   621.90  63 38.26 
    7.20   3  0.02   606.53  62 36.47 
   35.46  25  0.88   591.74  63 36.39 
   11.56  17  0.19   436.88  68 29.01 
   23.58   4  0.09    58.35  54  3.07 
    5.33   1  0.00   431.25  19  8.08 
   26.27   6  0.15    62.39  20  1.24 
    0.00   0  0.00    59.44  29  1.69 
    4.00   0  0.00   145.40  12  1.70 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    7.05   4  0.03   103.50  29  2.97 
    8.47  45  0.38    10.27 113  1.13 
    7.64   2  0.02   241.84  33  7.70 
    9.58   8  0.07    16.29  64  1.02 
    8.00   0  0.00    85.56  19  1.59 
    4.00   0  0.00   167.65   9  1.51 
    6.10   2  0.01    80.84  20  1.58 
    9.92   5  0.05    32.18  65  2.03 
    4.00   0  0.00   334.66  24  7.78 
    4.85   8  0.04    19.16  22  0.41 
   15.60   2  0.03    29.59  61  1.75 
    8.00   2  0.02    53.84  27  1.42 
    0.00   0  0.00    73.89  22  1.59 
   11.04   5  0.05    24.65 110  2.65 
    6.99  12  0.08    10.64 136  1.41 
    0.00   0  0.00   291.04  22  6.37 
    8.33   2  0.02   785.88  36 27.78 
   28.00   1  0.03   630.42  53 32.49 
    0.00   0  0.00   462.73  78 35.32 
   12.33  11  0.13   285.96 106 29.69 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    6.00   0  0.00   433.31  61 25.64 
   12.00   3  0.04   451.56  60 26.54 
    4.00   0  0.00   502.66  57 28.08 
    4.00   0  0.00   595.73  47 27.22 
   10.40   3  0.03   377.23  23  8.39 
   17.13  33  0.55    58.94  53  3.05 
   32.31   3  0.08    24.68 204  4.91 
   26.13   6  0.15    51.60 106  5.32 
    0.00   0  0.00    55.27  31  1.66 
    4.00   0  0.00   152.77  10  1.55 
    9.47  66  0.61   236.45  32  7.34 
   12.93  30  0.37    44.42  66  2.85 
    0.00   0  0.00     8.63  96  0.81 
    0.00   0  0.00    23.82  79  1.85 
    0.00   0  0.00    71.27  23  1.60 
    0.00   0  0.00    28.85  67  1.90 
    0.00   0  0.00   230.99  35  7.85 
   25.00   1  0.02    23.90 117  2.73 
   10.23   5  0.05    10.79  64  0.67 
    0.00   0  0.00    87.71  16  1.40 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    5.14   1  0.01    52.06  33  1.67 
    0.00   0  0.00    39.71  58  2.23 
   21.23   3  0.05    58.91  32  1.84 
   26.00   1  0.02   827.21  33 26.32 
   12.16  68  0.81   429.75  84 35.23 
   11.14   3  0.03   598.68  63 36.69 
   11.75   0  0.00   572.12   0  0.00 
    0.00   0  0.00   606.39  37 21.78 
   18.34 576 10.31   554.39  60 32.37 
   54.48 322 17.12   618.74  58 35.28 
    7.91 125  0.97   548.29  65 34.90 
   10.97  19  0.20   589.76  60 34.78 
   14.52  25  0.36   636.66  58 36.17 
   21.35  13  0.27   621.95  60 36.31 
   19.90  33  0.65   562.13  60 33.15 
   29.19  16  0.44   513.87  67 33.41 
   26.85  42  1.09   457.97  72 32.19 
   18.52  33  0.59   369.20  75 27.18 
   13.41 118  1.55   103.25  95  9.60 
    0.00   0  0.00   107.70 103 10.83 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    8.89   2  0.02   117.10 101 11.50 
   15.56  66  1.00   115.75 110 12.45 
   12.90  51  0.65   128.38  87 10.96 
    9.81  65  0.62   187.78  47  8.58 
   12.03  14  0.16    24.47  65  1.54 
    0.00   0  0.00    28.82  41  1.15 
    0.00   0  0.00    42.35  42  1.72 
    4.00   0  0.00    79.48  51  3.96 
    6.67   1  0.01   104.15  52  5.31 
    8.00   1  0.01    42.77  39  1.63 
   10.07  11  0.11    48.58  62  2.92 
    7.79  38  0.29    27.62  36  0.97 
   50.00   0  0.02    42.46  40  1.67 
    0.00   0  0.00    50.02  35  1.72 
   29.76   5  0.15    47.88  39  1.83 
   16.00   2  0.02   200.02  40  7.81 
    9.21  12  0.10    27.16  79  2.08 
    0.00   0  0.00    27.06  37  0.97 
    0.00   0  0.00    44.55  35  1.53 
   16.00   1  0.01    51.70  32  1.64 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    8.00   1  0.00    57.35  32  1.79 
    0.00   0  0.00    52.21  31  1.57 
   11.91   4  0.05    44.93  72  3.18 
    6.29   1  0.01    27.40  34  0.92 
    8.00   0  0.00    39.65  32  1.23 
    4.00   0  0.00   231.58  34  7.78 
   19.20   1  0.02    35.35  31  1.07 
   20.00   0  0.01    68.39  29  1.92 
   10.42   5  0.05    44.36  76  3.28 
   18.29   1  0.02    25.49  28  0.71 
    0.00   0  0.00    39.41  31  1.19 
   38.00   0  0.01    85.18  26  2.20 
    4.00   0  0.00   673.49  21 13.81 
    0.00   0  0.00   732.63  33 23.74 
    0.00   0  0.00   540.19  60 31.44 
    4.00   0  0.00   307.04  95 28.36 
   16.87  15  0.25   410.58  73 29.10 
    0.00   0  0.00   639.49  56 35.21 
   50.00   0  0.02   518.55  52 26.53 
    0.00   0  0.00   357.15  67 23.50 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    8.00   1  0.01   381.88  65 24.08 
    8.00   1  0.01   172.20 110 18.46 
    9.53   8  0.07   104.15 170 17.30 
   13.60   2  0.03   204.89 105 21.00 
   14.67   1  0.01   363.43  18  6.53 
    7.76   3  0.03   414.56  10  4.05 
    9.30  28  0.26   732.82  16 11.16 
   12.00   1  0.01   843.30  49 40.51 
   16.00   1  0.01   406.77  88 34.87 
   10.00   1  0.01   578.30  66 37.37 
    0.00   0  0.00   687.76  59 39.61 
    8.00   1  0.01   591.09  59 34.05 
    0.00   0  0.00   717.10  53 37.10 
    4.00   0  0.00   618.59  56 33.82 
   30.46   3  0.08   479.13  65 30.31 
    4.00   0  0.00   607.32  55 32.73 
   10.68  25  0.26   476.99  63 29.24 
   48.00   1  0.04   600.45  57 33.65 
   30.33   5  0.14   658.11  55 35.59 
    0.00   0  0.00   620.19  56 33.78 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    0.00   0  0.00   544.48  62 32.96 
    0.00   0  0.00   609.40  58 34.63 
   18.92  54  1.00   579.72  63 35.43 
    0.00   0  0.00   444.20  73 31.64 
   18.00   2  0.03   574.15  59 33.18 
   17.14   3  0.05   495.09  68 33.08 
   29.14   3  0.08   508.57  67 33.46 
    6.67   1  0.00   549.63  62 33.16 
    5.68   6  0.03   387.10  80 30.08 
   11.97  87  1.01   384.41  76 28.67 
    7.73   3  0.02   467.82  76 34.79 
   36.36   2  0.08   394.95  84 32.44 
    0.00   0  0.00   387.59  77 29.14 
   12.00   1  0.01   446.73  79 34.45 
    4.00   0  0.00   353.77  90 31.23 
    4.00   1  0.00   286.59 100 28.03 
    6.00   1  0.01   306.44 100 29.98 
   18.04   9  0.16   583.59  63 35.78 

 =========================================

 start since 08:54, Aug 29
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   99.35  99  9.58   175.38  67 11.41 
  277.86 144 39.01     0.00   0  0.00 
   51.60  89  4.48     0.00   0  0.00 
   50.05  71  3.47     0.00   0  0.00 
   78.80  89  6.86     0.00   0  0.00 
   85.39  84  7.02     0.00   0  0.00 
   56.52  61  3.39     0.00   0  0.00 
   17.78   2  0.03     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
    5.14   1  0.01     0.00   0  0.00 
    5.83   7  0.04     0.00   0  0.00 
   59.43  66  3.84     0.00   0  0.00 
   38.89 127  4.82     0.00   0  0.00 
   41.15  74  2.97     0.00   0  0.00 
   51.20  75  3.76     0.00   0  0.00 
   51.71  71  3.60     0.00   0  0.00 
   54.20  65  3.45     0.00   0  0.00 
  118.75  82  9.51     0.00   0  0.00 
   48.16  91  4.27     0.00   0  0.00 
   37.94  70  2.59     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   54.33  64  3.37     0.00   0  0.00 
   52.79  66  3.40     0.00   0  0.00 
   51.96  61  3.11     0.00   0  0.00 
  281.95  83 22.91     0.00   0  0.00 
  369.00 312 112.56     0.00   0  0.00 
  304.98 284 84.70     0.00   0  0.00 
  101.83 336 33.40     4.00   0  0.00 
   98.87 355 34.27     0.00   0  0.00 
   98.33 299 28.75     0.00   0  0.00 
   92.42  70  6.32     0.00   0  0.00 
   94.42  70  6.44    10.00   1  0.01 
   32.96  40  1.29     0.00   0  0.00 
   65.76  36  2.31     0.00   0  0.00 
   38.36  84  3.16     0.00   0  0.00 
   61.25  54  3.21     0.00   0  0.00 
   58.40  50  2.83     0.00   0  0.00 
  111.86  94 10.31    10.00   0  0.00 
   40.14  51  1.99     0.00   0  0.00 
   62.64  44  2.67     0.00   0  0.00 
   61.89  50  3.02     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   62.65  45  2.73     0.00   0  0.00 
   63.97  48  3.00     0.00   0  0.00 
  122.81  74  8.82    12.25   1  0.01 
   35.23  39  1.33     0.00   0  0.00 
   70.90  41  2.82     0.00   0  0.00 
   63.32  43  2.63     0.00   0  0.00 
   69.95  40  2.75     0.00   0  0.00 
   70.60  34  2.33     0.00   0  0.00 
  241.24 110 25.82     0.00   0  0.00 
  412.93  97 39.27     0.00   0  0.00 
  380.96 131 48.58     0.00   0  0.00 
  294.65 213 61.40     0.00   0  0.00 
  198.03 220 42.50     0.00   0  0.00 
  203.73 286 56.90     0.00   0  0.00 
  184.20 291 52.27     0.00   0  0.00 
  210.09  91 18.63     0.00   0  0.00 
  222.05  33  7.20     0.00   0  0.00 
   35.26  41  1.42     0.00   0  0.00 
   59.30  30  1.73     0.00   0  0.00 
   54.24  41  2.19     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   69.86  29  1.96     0.00   0  0.00 
   38.57  82  3.10     0.00   0  0.00 
   56.53  35  1.91     0.00   0  0.00 
   85.67 107  8.98     0.00   0  0.00 
   49.06  59  2.85     0.00   0  0.00 
   60.94  40  2.38     0.00   0  0.00 
   78.52  29  2.24     0.00   0  0.00 
   38.00  80  2.98     0.00   0  0.00 
   59.98  33  1.96     0.00   0  0.00 
  224.75  38  8.38     0.00   0  0.00 
   61.09  26  1.57     0.00   0  0.00 
   87.80  24  2.04     0.00   0  0.00 
   80.53  20  1.56     0.00   0  0.00 
   55.77  47  2.55     0.00   0  0.00 
   60.38  26  1.51     0.00   0  0.00 
  288.72  32  9.13     0.00   0  0.00 
  554.16  64 34.74     0.00   0  0.00 
  485.66 131 62.02     0.00   0  0.00 
  362.35 249 88.08     0.00   0  0.00 
  223.02 353 76.82     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  184.03 317 56.89     0.00   0  0.00 
  154.21 329 49.59     0.00   0  0.00 
   89.75 134 11.73     0.00   0  0.00 
  156.07  55  8.44     0.00   0  0.00 
   57.71  30  1.71     0.00   0  0.00 
  120.20 145 17.02     0.00   0  0.00 
  195.88 115 21.96     0.00   0  0.00 
  190.54 126 23.52     0.00   0  0.00 
  191.86 129 24.20     0.00   0  0.00 
  205.13 137 27.44     0.00   0  0.00 
   67.67 319 21.06     0.00   0  0.00 
   66.95 405 26.51     0.00   0  0.00 
  147.48 159 22.90     0.00   0  0.00 
  153.60 163 24.51     0.00   0  0.00 
  109.90 225 24.15     0.00   0  0.00 
  130.21 179 22.71     0.00   0  0.00 
  173.72 152 25.78     0.00   0  0.00 
   73.69 359 25.84     0.00   0  0.00 
  156.26 154 23.56     0.00   0  0.00 
  164.57 126 20.22     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   46.95 223 10.23     0.00   0  0.00 
   26.54 387 10.03     0.00   0  0.00 
   30.00 121  3.54     0.00   0  0.00 
   25.78 340  8.57     0.00   0  0.00 
   67.94  65  4.34     0.00   0  0.00 
   79.90  92  7.18     0.00   0  0.00 
  105.71 396 40.93     0.00   0  0.00 
  147.63 237 34.10     0.00   0  0.00 
  129.14 343 43.27     0.00   0  0.00 
  184.67 378 68.25     0.00   0  0.00 
  198.60 432 83.81     0.00   0  0.00 
  193.66 473 89.46     0.00   0  0.00 
  117.56 510 58.54     0.00   0  0.00 
  131.02 438 56.05    68.31   3  0.17 
  103.46 638 64.46     0.00   0  0.00 
   82.71 655 52.92    12.25   1  0.01 
   91.55 447 39.99     0.00   0  0.00 
  107.73 493 51.85     0.00   0  0.00 
  106.46 480 49.85     0.00   0  0.00 
  130.69 440 56.20     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   50.97 140  6.99     0.00   0  0.00 
   45.12 155  6.84     0.00   0  0.00 
   42.89  88  3.68     0.00   0  0.00 
   54.33  82  4.34     0.00   0  0.00 
   95.81 117 10.93     0.00   0  0.00 
   55.52 168  9.09     0.00   0  0.00 
   55.41  99  5.36     0.00   0  0.00 
   47.07 118  5.44     0.00   0  0.00 
   74.01 101  7.27     0.00   0  0.00 
   44.98 365 16.02     0.00   0  0.00 
   64.10  98  6.11     0.00   0  0.00 
   77.06 127  9.54     0.00   0  0.00 
   47.17 242 11.16     0.00   0  0.00 
   33.38 274  8.94     0.00   0  0.00 
   27.84 245  6.67     0.00   0  0.00 
   40.44 163  6.43     0.00   0  0.00 
   58.27 118  6.71     0.00   0  0.00 
  149.41  83 12.14     0.00   0  0.00 
  203.00 181 35.84     0.00   0  0.00 
  106.29 503 52.23     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  205.52 297 59.52     0.00   0  0.00 
  199.77 421 82.04     0.00   0  0.00 
  193.91 410 77.62     0.00   0  0.00 
  252.85 294 72.58     0.00   0  0.00 
  150.46 334 49.01     0.00   0  0.00 
   36.21 213  7.53     0.00   0  0.00 
   60.02 180 10.57     0.00   0  0.00 
   30.49 186  5.53     0.00   0  0.00 
   32.90 184  5.90     0.00   0  0.00 
   45.11 170  7.50     0.00   0  0.00 
   34.42 212  7.14     0.00   0  0.00 
   36.41 185  6.58     0.00   0  0.00 
   57.39 167  9.38     0.00   0  0.00 
   26.86 317  8.31     0.00   0  0.00 
   36.97 132  4.78     0.00   0  0.00 
   31.96 162  5.04     0.00   0  0.00 
   33.32 140  4.57     0.00   0  0.00 
   31.13 232  7.05     0.00   0  0.00 
   39.76 168  6.54     0.00   0  0.00 
   50.72 141  6.99     4.00   1  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   35.93 240  8.42     0.00   0  0.00 
   26.06 311  7.91     0.00   0  0.00 
   39.23 103  3.96     0.00   0  0.00 
   43.05 125  5.26     0.00   0  0.00 
   25.61  90  2.26     0.00   0  0.00 
   42.29  73  3.00     0.00   0  0.00 
   75.54  56  4.13     0.00   0  0.00 
  287.11 126 35.26     0.00   0  0.00 
  182.93 296 52.84     0.00   0  0.00 
  201.88 393 77.38     0.00   0  0.00 
  143.61 498 69.78     0.00   0  0.00 
  146.79 502 71.92     0.00   0  0.00 
  153.44 474 70.98     0.00   0  0.00 
  109.89 536 57.55     0.00   0  0.00 
  109.37 486 51.88     0.00   0  0.00 
  123.29 249 29.93     0.00   0  0.00 
   32.74 155  4.96     0.00   0  0.00 
